property_type,district,land_area,num_floors,total_investment,total_revenue,gross_profit,annual_rent,roi
villa,العارض,851.3857649138092,2,12021183.93,21518562.36,9497378.43,759478.67,5.05
residential_compound,النرجس,7903.350391353795,6,72433715.36,94873398.77,22439683.4,5108567.63,5.64
villa,النرجس,1558.551886756785,2,27866486.24,45611800.24,17745314.0,1609828.24,4.62
residential_compound,العارض,5719.984181813361,4,39323012.5,44080486.1,4757473.6,2373564.64,4.83
hotel,النرجس,7043.762429356637,11,161259096.26,806369922.91,645110826.65,60477744.22,30.0
administrative_building,النرجس,6907.104946710753,9,99504792.04,276681356.4,177176564.36,17786658.63,14.3
hotel,النرجس,7671.4738379329265,9,159479652.66,712526490.07,553046837.41,53439486.76,26.81
residential_compound,الملقا,13549.143586689986,7,142174041.92,200798307.95,58624266.04,10812216.58,6.08
villa,الملقا,844.0395735109112,3,17378057.69,39849851.39,22471793.71,1406465.34,6.47
administrative_building,الملقا,5686.766966911341,7,82800072.45,185661567.94,102861495.49,11935386.51,11.53
tower,العارض,6543.929495173103,15,132719174.92,648462513.41,515743338.49,34584667.38,20.85
administrative_building,القيروان,2858.6664508922063,6,32326989.59,69056805.45,36729815.86,4439366.06,10.99
administrative_building,النرجس,2312.641917445988,9,33615597.74,92638653.61,59023055.87,5955342.02,14.17
administrative_building,العارض,1679.8715013593091,11,22457996.54,72077406.57,49619410.03,4633547.57,16.51
residential_compound,النرجس,12928.77066435829,4,109517109.32,109214497.31,-302612.01,5880780.62,4.3
tower,العارض,7126.4565338708335,14,138008427.25,657549236.31,519540809.06,35069292.6,20.33
hotel,النرجس,5393.019970496757,10,117909974.96,559148310.54,441238335.58,41936123.29,28.45
villa,الملقا,1843.515465395247,2,35229762.77,56403738.3,21173975.53,1990720.18,4.52
administrative_building,الملقا,2408.620412605172,7,35329232.19,78636639.23,43307407.04,5055212.52,11.45
tower,الياسمين,4740.992200617492,17,117943639.21,595604923.92,477661284.71,31765595.94,21.55
hotel,العارض,8022.270414751499,12,165548325.14,893360033.39,727811708.25,67002002.5,32.38
tower,النرجس,6590.847119233633,15,150803699.91,746413436.25,595609736.35,39808716.6,21.12
villa,الملقا,640.3701363435321,2,12531222.99,19592604.6,7061381.61,691503.69,4.41
villa,الياسمين,1739.9384212982816,2,30570074.01,51845989.1,21275915.09,1829858.44,4.79
villa,الياسمين,585.0345187311301,2,10577532.55,17432624.58,6855092.02,615269.1,4.65
administrative_building,حطين,2893.016001671228,6,43631156.84,84862284.89,41231128.04,5455432.6,10.0
hotel,الملقا,6369.824822679788,8,135999872.23,551881622.64,415881750.41,41391121.7,24.35
tower,النرجس,7773.376381956273,13,163632603.7,759070203.7,595437600.0,40483744.2,19.79
tower,الياسمين,3881.0988229926834,15,89569731.72,428546080.66,338976348.94,22855790.97,20.41
hotel,النرجس,3105.8583274734115,13,77879048.1,422645201.2,344766153.1,31698390.09,32.56
tower,النرجس,2725.5659514818285,10,50225648.19,202373271.9,152147623.71,10793241.17,17.19
tower,القيروان,5099.04785595397,19,128448848.8,690522621.37,562073772.56,36827873.14,22.94
tower,القيروان,6685.3529837711585,11,119599703.55,514249886.55,394650183.0,27426660.62,18.35
villa,النرجس,1437.504642345512,2,25737144.16,42069292.11,16332147.95,1484798.55,4.62
administrative_building,الملقا,5754.922845360176,11,98289443.29,303905965.62,205616522.32,19536812.08,15.9
villa,حطين,1587.8437981680236,2,32510154.13,50693501.1,18183346.97,1789182.39,4.4
tower,حطين,7586.586424007637,19,220479972.76,1232867710.07,1012387737.3,65752944.54,23.86
residential_compound,النرجس,11310.701151406836,5,99034071.24,112308476.01,13274404.78,6047379.48,4.89
villa,النرجس,1663.465872840839,2,29712028.17,48682160.5,18970132.33,1718193.9,4.63
tower,حطين,5942.440014212944,13,140349894.03,652814175.81,512464281.78,34816756.04,19.85
tower,العارض,6067.603075657133,19,145177502.36,766907106.24,621729603.88,40901712.33,22.54
hotel,الملقا,7450.047547669447,8,158987011.81,645472119.53,486485107.72,48410408.96,24.36
tower,الملقا,2464.701914654642,14,58006951.46,276146742.96,218139791.49,14727826.29,20.31
residential_compound,العارض,10813.887053649982,7,85447152.24,138893565.32,53446413.08,7478884.29,7.0
administrative_building,النرجس,2070.9266509726317,6,26235107.73,53600759.04,27365651.31,3445763.08,10.51
tower,الملقا,7309.220435029726,12,157835789.02,697779297.09,539943508.08,37214895.84,18.86
tower,الملقا,3646.7684037128556,18,98885396.14,529476583.77,430591187.63,28238751.13,22.85
residential_compound,حطين,8711.012999253118,7,98884446.89,137703693.49,38819246.6,7414814.26,6.0
villa,الياسمين,963.3407204299435,2,17126391.21,28705241.45,11578850.24,1013126.17,4.73
administrative_building,الملقا,5365.4948095120435,11,91668777.26,283341049.9,191672272.64,18214781.78,15.9
villa,النرجس,603.6705372173786,2,11069168.42,17666720.11,6597551.69,623531.3,4.51
residential_compound,الياسمين,5353.985901546835,5,49310475.34,54094531.95,4784056.62,2912782.49,4.73
hotel,الياسمين,9917.930918292133,14,246811404.01,1424373566.76,1177562162.75,106828017.51,34.63
residential_compound,الياسمين,5734.933633929211,4,51181222.93,49295195.54,-1886027.38,2654356.68,4.15
residential_compound,الملقا,11177.176089615812,5,108600355.84,116823844.49,8223488.65,6290514.7,4.63
tower,الملقا,6874.736136374843,18,186016315.16,998147236.35,812130921.19,53234519.27,22.89
villa,القيروان,1399.5062048308068,2,22619577.79,39095555.71,16475977.92,1379843.14,4.88
residential_compound,النرجس,5863.739354053801,6,53856938.04,70389499.95,16532561.92,3790203.84,5.63
residential_compound,النرجس,9517.661756913683,6,87136863.28,114251915.26,27115051.98,6152026.21,5.65
hotel,العارض,4357.774582533381,8,71830347.66,317943233.54,246112885.88,23845742.52,26.56
hotel,القيروان,9240.844056333426,8,164521186.22,716350231.25,551829045.03,53726267.34,26.12
villa,الملقا,1658.124213077677,2,31732171.4,50731553.89,18999382.49,1790525.43,4.51
tower,الياسمين,2283.2736960496254,12,46646335.06,200023338.05,153377002.99,10667911.36,18.3
administrative_building,القيروان,6466.386966382266,8,80704328.64,213242042.99,132537714.35,13708417.05,13.59
tower,القيروان,2589.0421622279873,11,46593203.94,199153977.57,152560773.64,10621545.47,18.24
hotel,الملقا,9307.585396074901,11,227834311.23,1124728619.26,896894308.04,84354646.44,29.62
villa,العارض,1177.3601453391411,2,16451501.74,29757483.33,13305981.6,1050264.12,5.11
hotel,العارض,9743.532671764646,9,170279774.47,804426057.38,634146282.91,60331954.3,28.34
administrative_building,الملقا,6914.995440809944,11,118011837.49,365167079.24,247155241.75,23475026.52,15.91
administrative_building,حطين,3353.296117373736,6,50501297.85,98363911.66,47862613.81,6323394.32,10.02
administrative_building,العارض,2327.264536973723,5,22142432.75,42673886.18,20531453.43,2743321.25,9.91
villa,القيروان,1903.3532883654257,3,32866009.85,82049277.72,49183267.86,2895856.86,7.05
villa,الياسمين,1503.7734814463302,2,26481822.74,44808840.69,18327017.95,1581488.49,4.78
hotel,الملقا,9771.525375978392,13,259688568.22,1403581905.01,1143893336.78,105268642.88,32.43
administrative_building,النرجس,5630.050781485079,5,67002830.29,119117799.41,52114969.12,7657572.82,9.14
villa,القيروان,1123.5766406257067,3,19585633.77,48434860.93,28849227.16,1709465.68,6.98
administrative_building,الملقا,5398.805974902378,9,85432604.85,230680181.7,145247576.84,14829440.25,13.89
tower,العارض,2818.88795303382,15,57426772.75,279334178.1,221907405.35,14897822.83,20.75
hotel,القيروان,7682.426870597353,13,177184230.16,987345501.41,810161271.25,74050912.61,33.43
hotel,الياسمين,7358.498547003206,8,136876563.06,590563659.39,453687096.33,44292274.45,25.89
administrative_building,القيروان,3976.4821225500987,11,57317670.83,183741309.44,126423638.6,11811941.32,16.49
administrative_building,حطين,3769.249312988097,9,63833696.45,171118264.94,107284568.49,11000459.89,13.79
villa,حطين,1308.8144008933725,3,28433760.71,64480050.27,36046289.57,2275766.48,6.4
administrative_building,القيروان,3998.94141912914,9,52600195.05,149508422.84,96908227.79,9611255.75,14.62
villa,العارض,949.1224725922066,3,14478979.27,37017911.96,22538932.69,1306514.54,7.22
tower,الملقا,4346.374496927292,15,105903911.23,522991093.76,417087182.53,27892858.33,21.07
residential_compound,النرجس,9534.791301474375,4,80885499.42,80544196.04,-341303.38,4336995.17,4.29
villa,الملقا,1899.3299809598932,3,38542962.1,89673541.22,51130579.13,3164948.51,6.57
tower,حطين,2068.7403158160546,17,56683533.63,299876838.4,243193304.77,15993431.38,22.57
tower,حطين,5164.509542566209,19,150233688.01,839265078.85,689031390.84,44760804.21,23.84
tower,النرجس,6591.406286843786,11,126823737.03,540824885.84,414001148.8,28843993.91,18.19
villa,الملقا,823.629648685934,3,16968716.23,38886232.51,21917516.28,1372455.27,6.47
villa,النرجس,827.8610619244221,2,15012903.94,24227767.91,9214863.97,855097.69,4.56
residential_compound,الملقا,12713.747869148347,7,133435802.71,188417743.42,54981940.71,10145570.8,6.08
hotel,الملقا,4546.62498183106,13,121071960.77,653077212.39,532005251.62,48980790.93,32.36
administrative_building,حطين,2186.7947155203965,10,38600820.61,110987485.59,72386664.99,7134909.79,14.79
hotel,القيروان,8356.25819400312,8,148815364.23,647777135.2,498961770.96,48583285.14,26.12
administrative_building,القيروان,3032.3536004856105,8,38084540.54,99997924.68,61913384.15,6428438.02,13.5
tower,حطين,5494.410631733066,16,144801903.32,748235707.84,603433804.52,39905904.42,22.05
administrative_building,الياسمين,5086.075684091648,9,77203968.15,211884895.78,134680927.64,13621171.87,14.11
administrative_building,القيروان,1794.7840817735516,8,22725065.24,59186594.66,36461529.43,3804852.51,13.39
hotel,النرجس,9910.34331827173,11,226703137.96,1134536103.08,907832965.12,85090207.73,30.03
villa,القيروان,1838.3704642862738,2,29571626.52,51355338.51,21783711.99,1812541.36,4.9
tower,العارض,3275.4097101454554,16,69634841.6,346927302.24,277292460.63,18502789.45,21.26
tower,الياسمين,3029.9031828902584,19,81052999.42,426727776.9,345674777.48,22758814.77,22.46
villa,الملقا,904.5091701148098,3,18590835.92,42704817.58,24113981.66,1507228.86,6.49
residential_compound,النرجس,13620.348587858878,6,124504134.94,163501388.52,38997253.58,8803920.92,5.66
hotel,الملقا,5876.044904261347,13,156341471.31,844035090.05,687693618.74,63302631.75,32.39
administrative_building,الملقا,1644.3475319255967,8,25297735.55,61972169.78,36674434.23,3983925.2,12.6
tower,النرجس,3667.789536217939,15,84121448.79,415377164.98,331255716.18,22153448.8,21.07
residential_compound,الملقا,7468.761824063862,6,75645494.04,94375274.41,18729780.36,5081745.55,5.37
administrative_building,الياسمين,5177.715166213679,10,81848860.13,241145870.61,159297010.48,15502234.54,15.15
residential_compound,النرجس,13699.654218695683,6,125226450.62,164453389.17,39226938.55,8855182.49,5.66
villa,حطين,593.0914132352164,2,12425108.72,18935036.46,6509927.73,668295.4,4.3
tower,النرجس,6583.098515702807,17,162608174.19,848232243.75,685624069.56,45239053.0,22.26
villa,الياسمين,1334.596437547032,3,25141368.69,61366879.55,36225510.86,2165889.87,6.89
villa,القيروان,1247.0114297610016,2,20203908.06,34835576.04,14631667.98,1229490.92,4.87
residential_compound,القيروان,5903.530197424736,4,45588391.89,48119674.64,2531282.75,2591059.4,4.55
villa,العارض,1072.3045834062136,2,15023691.59,27102230.27,12078538.68,956549.3,5.09
villa,القيروان,945.9128419632243,3,16559841.61,40776174.31,24216332.7,1439159.09,6.95
villa,الملقا,1726.2255416365228,3,35071179.46,81500718.05,46429538.59,2876495.93,6.56
residential_compound,الملقا,14491.391058651672,7,152029950.47,214762415.49,62732465.02,11564130.06,6.09
villa,الملقا,1038.7201993495046,2,20046495.28,31780423.54,11733928.26,1121662.01,4.48
residential_compound,النرجس,6136.825194451878,4,52220257.34,51840217.15,-380040.19,2791396.31,4.28
villa,القيروان,1565.583891612361,3,27113459.26,67488799.0,40375339.75,2381957.61,7.03
residential_compound,العارض,13033.765862471922,5,92676927.24,118065064.69,25388137.45,6357349.64,5.49
villa,حطين,941.2805800384033,2,19455396.19,30051323.8,10595927.61,1060634.96,4.36
residential_compound,الياسمين,12557.669445401974,6,119973897.78,153389420.74,33415522.96,8259430.35,5.51
tower,الملقا,5520.554262762371,16,139416152.18,710029536.85,570613384.67,37868241.97,21.73
hotel,الياسمين,6320.032398469633,9,124259434.69,573960062.3,449700627.61,43047004.67,27.71
villa,الملقا,980.4011439018038,3,20112925.34,46287924.31,26174998.97,1633691.45,6.5
administrative_building,العارض,5755.519376844381,7,61349150.53,152673784.75,91324634.22,9814743.31,12.8
hotel,النرجس,4831.401593033915,10,105677926.7,500919717.17,395241790.47,37568978.79,28.44
tower,الملقا,6407.217401734508,16,161735680.05,824068270.63,662332590.59,43950307.77,21.74
tower,الياسمين,4513.344158964606,17,112301951.62,567005785.01,454703833.39,30240308.53,21.54
villa,العارض,846.2794525391132,2,11951784.04,21389501.59,9437717.55,754923.59,5.05
residential_compound,الملقا,13275.430698477816,5,128903067.44,138754801.66,9851734.22,7471412.4,4.64
tower,النرجس,5814.683824241649,19,154262923.86,839931078.41,685668154.55,44796324.18,23.23
residential_compound,العارض,14351.97130911004,7,113256494.49,184336719.49,71080225.0,9925823.36,7.01
administrative_building,حطين,3105.4091546414065,10,54626968.11,157610383.53,102983415.42,10132096.08,14.84
villa,حطين,1233.3189837050227,2,25351943.6,39374941.87,14022998.27,1389703.83,4.39
administrative_building,العارض,1828.7493591973891,11,24408445.35,78465234.38,54056789.03,5044193.64,16.53
residential_compound,القيروان,11163.976724959879,5,88935679.52,106962061.0,18026381.48,5759495.59,5.18
residential_compound,الملقا,6716.7638021098865,5,65441406.55,70203615.26,4762208.71,3780194.67,4.62
tower,القيروان,6652.515820717862,10,112960673.82,463077468.46,350116794.64,24697464.98,17.49
administrative_building,حطين,6268.375861007462,8,101909931.69,251007708.79,149097777.1,16136209.85,12.67
villa,النرجس,730.524200259036,2,13300651.21,21379155.98,8078504.78,754558.45,4.54
administrative_building,حطين,3657.4701267140545,7,57345605.29,126872152.49,69526547.2,8156066.95,11.38
residential_compound,الملقا,9232.347821133808,5,89782197.52,96496499.43,6714301.91,5195965.35,4.63
hotel,العارض,4064.158024731254,12,84090372.15,452584637.63,368494265.49,33943847.82,32.29
hotel,الياسمين,7847.561111210591,14,195383418.0,1127035336.55,931651918.55,84527650.24,34.61
villa,حطين,1448.9613172738018,3,31430241.92,71384528.26,39954286.33,2519453.94,6.41
villa,القيروان,660.131606823535,2,10907144.78,18440941.47,7533796.69,650856.76,4.77
residential_compound,النرجس,7288.635050504833,5,63977743.1,72371772.87,8394029.77,3896941.62,4.87
villa,القيروان,1703.344364679821,3,29459657.87,73427343.04,43967685.16,2591553.28,7.04
tower,حطين,3142.792162373405,14,77299125.35,372833362.71,295534237.36,19884446.01,20.58
residential_compound,الياسمين,9866.584331526545,4,87729805.0,84809212.28,-2920592.72,4566649.89,4.16
residential_compound,القيروان,11444.627708007007,6,95646413.28,132563122.74,36916709.47,7138014.3,5.97
tower,النرجس,7058.685154711304,19,187169869.06,1019627070.6,832457201.54,54380110.43,23.24
tower,القيروان,4363.688398604093,13,86163749.37,399482036.37,313318287.0,21305708.61,19.78
administrative_building,حطين,4405.913268513022,6,66212661.45,129240856.86,63028195.42,8308340.8,10.04
administrative_building,حطين,6019.491955766397,5,86504657.0,144338387.86,57833730.86,9278896.36,8.58
villa,الملقا,888.95115332524,3,18278804.33,41970273.04,23691468.71,1481303.75,6.48
villa,العارض,1677.6156107043869,3,25246836.34,65430783.45,40183947.11,2309321.77,7.32
villa,العارض,1718.1666367570676,3,25846221.06,67012364.71,41166143.65,2365142.28,7.32
residential_compound,القيروان,11791.484444867649,5,93909305.71,112974212.47,19064906.76,6083226.83,5.18
villa,النرجس,824.9339871428226,3,15943085.21,37254431.33,21311346.11,1314862.28,6.6
residential_compound,النرجس,5995.209661269487,5,52704247.41,59528834.81,6824587.4,3205398.8,4.87
hotel,النرجس,8424.395499343213,9,175087718.7,782457853.98,607370135.28,58684339.05,26.81
administrative_building,حطين,5266.407115459049,9,89009902.05,239086983.43,150077081.38,15369877.51,13.81
villa,العارض,561.5137980539326,3,8749735.45,21900301.53,13150566.08,772951.82,7.07
hotel,الياسمين,6207.298829597246,14,154639302.93,891467428.71,736828125.78,66860057.15,34.59
administrative_building,الملقا,3668.6145304525635,6,51263979.86,101283109.96,50019130.1,6511057.07,10.16
villa,النرجس,648.9462343198724,2,11865613.21,18991736.02,7126122.81,670296.57,4.52
residential_compound,الياسمين,11270.59995197688,5,103305495.16,113873633.67,10568138.51,6131657.2,4.75
hotel,حطين,9596.031776410291,8,216168794.33,875158098.01,658989303.67,65636857.35,24.29
administrative_building,الياسمين,5248.589470195668,11,86269686.43,270238324.92,183968638.5,17372463.75,16.11
villa,الياسمين,1572.0896986798605,2,27664444.77,46844500.01,19180055.23,1653335.29,4.78
residential_compound,العارض,7095.296029968927,6,53437670.75,77702005.88,24264335.13,4183954.16,6.26
villa,الملقا,1373.4581831158948,2,26361662.08,42021983.21,15660321.12,1483128.82,4.5
administrative_building,الياسمين,6830.347962935401,11,112133019.54,351679589.85,239546570.3,22607973.63,16.13
tower,القيروان,4104.906626164375,12,77345163.37,345774244.09,268429080.71,18441293.02,19.07
residential_compound,حطين,8922.024847288147,6,97771447.03,120254619.7,22483172.67,6475248.75,5.3
hotel,حطين,7667.258643429244,13,213063082.18,1159289506.89,946226424.7,86946713.02,32.65
residential_compound,العارض,8451.157776092841,7,66876100.12,108546670.48,41670570.36,5844820.72,6.99
villa,الياسمين,1328.9001090332868,2,23454589.79,39598033.89,16143444.1,1397577.67,4.77
villa,القيروان,964.3962795641119,2,15727001.46,26940651.17,11213649.7,950846.51,4.84
hotel,القيروان,7209.98977061745,12,158745325.41,853085989.66,694340664.25,63981449.22,32.24
hotel,حطين,4110.267950512101,13,114427730.27,621472514.12,507044783.85,46610438.56,32.59
tower,النرجس,4053.20787608404,12,81848547.17,364180727.67,282332180.49,19422972.14,18.98
residential_compound,النرجس,7402.496724932324,6,67871940.17,88861051.19,20989111.01,4784825.83,5.64
villa,حطين,769.9171102837782,2,15995396.37,24580373.66,8584977.29,867542.6,4.34
administrative_building,النرجس,5254.3601450099695,9,75802778.84,210476531.51,134673752.67,13530634.17,14.28
tower,القيروان,3379.497516690276,17,79133150.93,408232739.09,329099588.15,21772412.75,22.01
hotel,العارض,3856.08101939405,10,71710377.24,355376426.75,283666049.51,26653232.01,29.73
hotel,العارض,5631.110715793833,8,92687593.52,410845837.82,318158244.3,30813437.84,26.6
tower,النرجس,2614.9900679599978,15,60104460.93,296147625.2,236043164.27,15794540.01,21.02
villa,الملقا,1959.0331560815014,2,37409119.52,59938088.69,22528969.16,2115461.95,4.52
administrative_building,الياسمين,6776.169631122367,11,111247149.64,348890066.73,237642917.09,22428647.15,16.13
hotel,العارض,6085.085075889177,14,138459729.52,794468707.51,656008977.99,59585153.06,34.43
hotel,النرجس,9994.083381099936,14,260096286.24,1467930967.02,1207834680.77,110094822.53,33.86
hotel,الملقا,9718.360795750243,10,227665275.4,1063577405.49,835912130.08,79768305.41,28.03
residential_compound,النرجس,9835.334557753577,4,83420882.33,83083005.14,-337877.19,4473700.28,4.29
tower,النرجس,6051.64542700015,14,132996163.96,638146010.28,505149846.31,34034453.88,20.47
hotel,العارض,6792.328591924197,9,118840287.36,560774648.55,441934361.19,42058098.64,28.31
tower,القيروان,3299.157047222802,13,65253692.3,302027517.81,236773825.51,16108134.28,19.75
administrative_building,العارض,6517.396025930459,10,81728445.84,252949915.86,171221470.02,16261066.02,15.92
tower,العارض,2441.043260825761,17,54232285.64,275212371.14,220980085.49,14677993.13,21.65
villa,القيروان,1818.6757211708461,3,31423866.21,78399018.32,46975152.11,2767024.18,7.04
tower,الياسمين,4922.925943494758,14,109012824.37,506144477.22,397131652.85,26994372.12,19.81
hotel,الملقا,8206.93990663118,8,175093681.21,711049273.51,535955592.3,53328695.51,24.37
tower,الياسمين,2579.8924955461157,14,57343079.26,265248422.06,207905342.81,14146582.51,19.74
tower,الياسمين,7679.9198944543805,18,197766341.89,1023224527.24,825458185.35,54571974.79,22.08
tower,القيروان,3586.3203697206454,11,64367194.79,275866487.19,211499292.4,14712879.32,18.29
hotel,الملقا,8963.237931588446,11,219421902.67,1083117671.65,863695768.98,81233825.37,29.62
tower,النرجس,4605.44599121145,16,109702692.53,557489237.24,447786544.71,29732759.32,21.68
residential_compound,حطين,7210.1854323552125,6,79098702.7,97181763.33,18083060.64,5232864.18,5.29
villa,العارض,1957.2185048639947,2,27050556.7,49468208.41,22417651.71,1745936.77,5.16
administrative_building,الياسمين,5930.033626507864,8,86204216.27,217903829.63,131699613.36,14008103.33,13.0
hotel,حطين,5233.482525966563,13,145574470.45,791302557.93,645728087.48,59347691.84,32.61
hotel,القيروان,4528.96745626054,10,90372648.84,443476493.32,353103844.47,33260737.0,29.44
villa,حطين,1085.3049578105943,2,22363392.4,34649446.08,12286053.68,1222921.63,4.37
administrative_building,القيروان,3650.9481710322316,7,43461820.4,104296636.4,60834816.0,6704783.77,12.34
tower,الياسمين,4787.699836434228,16,114744364.35,565062288.57,450317924.23,30136655.39,21.01
administrative_building,الملقا,1665.6681987239072,7,24570541.19,54380735.35,29810194.17,3495904.42,11.38
residential_compound,الياسمين,5933.11003434679,5,54595562.17,59945770.54,5350208.37,3227849.18,4.73
tower,النرجس,4242.61860409082,11,81791605.19,348106856.47,266315251.28,18565699.01,18.16
residential_compound,الياسمين,12590.682508508802,5,115352568.57,127211219.79,11858651.22,6849834.91,4.75
tower,النرجس,4074.0559135466056,17,100804182.29,524942104.46,424137922.17,27996912.24,22.22
administrative_building,الياسمين,6690.148820105278,9,101411035.84,278710261.82,177299225.97,17917088.26,14.13
tower,النرجس,3017.7061506127366,15,69291421.56,341755221.56,272463800.0,18226945.15,21.04
residential_compound,الياسمين,7233.613855997764,7,72135113.31,103628752.1,31493638.79,5580009.73,6.19
administrative_building,الياسمين,3400.406581007288,9,51765535.71,141660258.08,89894722.37,9106730.88,14.07
administrative_building,الياسمين,2154.7135430103313,8,31609312.55,79176672.91,47567360.36,5089928.97,12.88
hotel,النرجس,7704.711128486127,9,160168661.69,715613569.61,555444907.92,53671017.72,26.81
administrative_building,حطين,5874.318711562788,7,91830901.88,203771304.63,111940402.75,13099583.87,11.41
administrative_building,الياسمين,4863.750793426669,9,73848863.22,202622885.3,128774022.08,13025756.91,14.11
villa,حطين,501.8208108201405,3,11179430.76,24722704.07,13543273.31,872566.03,6.24
tower,العارض,2952.7638879050205,17,65506770.36,332905673.59,267398903.23,17754969.26,21.68
tower,حطين,5956.3113956020225,12,135256217.66,602071401.26,466815183.6,32110474.73,18.99
administrative_building,النرجس,6904.177329694504,7,90763543.65,211319607.62,120556063.97,13584831.92,11.97
hotel,حطين,4674.231846860448,13,130066449.11,706743855.25,576677406.13,53005789.14,32.6
villa,النرجس,1378.717108745051,2,24703012.66,40348845.55,15645832.89,1424076.9,4.61
villa,القيروان,883.6169209273276,3,15498879.78,38090737.32,22591857.54,1344378.96,6.94
hotel,النرجس,9376.176364500243,14,244043061.95,1377172784.42,1133129722.47,103287958.83,33.86
administrative_building,العارض,4784.324126560574,9,57101181.98,166094988.54,108993806.56,10677534.98,14.96
tower,النرجس,2593.233360260008,18,66687663.1,354365338.68,287677675.58,18899484.73,22.67
administrative_building,القيروان,4504.537801604689,7,53517959.84,128681131.38,75163171.54,8272358.45,12.37
hotel,العارض,4854.9605228058745,9,85071961.91,400825540.76,315753578.85,30061915.56,28.27
tower,القيروان,5472.1778272120755,18,132835662.08,701037281.33,568201619.25,37388655.0,22.52
villa,الملقا,779.4136239412022,2,15154417.43,23846744.38,8692326.96,841649.8,4.44
administrative_building,الياسمين,3625.438607090576,6,48309415.05,97588831.34,49279416.29,6273567.73,10.39
villa,العارض,1164.2948286510843,2,16273931.02,29427260.72,13153329.7,1038609.2,5.11
administrative_building,القيروان,3003.398837170861,6,33940900.43,72553105.71,38612205.28,4664128.22,10.99
hotel,حطين,6873.705459717347,11,176623070.93,874335334.48,697712263.54,65575150.09,29.7
administrative_building,الياسمين,2228.033947227214,11,36880583.07,114716566.27,77835983.2,7374636.4,16.0
residential_compound,حطين,6356.73816782801,5,67297458.57,70870002.49,3572543.91,3816077.06,4.54
administrative_building,النرجس,4353.475313288957,11,68368568.36,215529679.07,147161110.71,13855479.37,16.21
hotel,النرجس,5632.221004421728,12,134947437.59,705604647.43,570657209.85,52920348.56,31.37
hotel,القيروان,4395.825219688695,14,106191575.66,609788874.48,503597298.82,45734165.59,34.45
hotel,حطين,3730.4648754447844,10,92144826.64,429749553.65,337604727.01,32231216.52,27.98
hotel,القيروان,9785.410506487278,14,235838049.73,1357432145.46,1121594095.73,101807410.91,34.53
hotel,القيروان,7560.479845526171,12,166440335.01,894555975.32,728115640.31,67091698.15,32.25
villa,القيروان,868.3759469729821,3,15239310.75,37433733.23,22194422.48,1321190.58,6.94
tower,القيروان,5962.762658020412,12,112147451.49,502269585.77,390122134.28,26787711.24,19.11
tower,القيروان,2322.942372000427,11,41850640.42,178685082.77,136834442.35,9529871.08,18.22
tower,العارض,7036.2259836963585,14,136266752.05,649223776.23,512957024.18,34625268.07,20.33
residential_compound,الياسمين,12594.807027719264,5,115390208.93,127252892.29,11862683.35,6852078.82,4.75
residential_compound,حطين,7913.238107122392,7,89869590.61,125092468.0,35222877.39,6735748.28,6.0
administrative_building,الملقا,1740.1029447325905,8,26744695.6,65580999.78,38836304.18,4215921.41,12.61
villa,الملقا,1623.5428227553286,2,31079758.89,49673510.32,18593751.43,1753182.72,4.51
hotel,القيروان,6040.14723491778,9,114034968.75,529841715.45,415806746.69,39738128.66,27.88
tower,الياسمين,5909.75420292044,17,146908483.53,742435033.32,595526549.79,39596535.11,21.56
administrative_building,الملقا,4741.041831077004,6,66118170.4,130890682.87,64772512.47,8414401.04,10.18
residential_compound,الياسمين,14568.327974819505,6,139111345.66,177949212.55,38837866.88,9581880.68,5.51
hotel,الياسمين,9147.23968490016,12,208458230.43,1120500272.44,912042042.01,84037520.43,32.25
administrative_building,الملقا,4613.551287167531,7,67258836.19,150623222.42,83364386.23,9682921.44,11.52
administrative_building,الملقا,3084.054346730579,6,43167236.76,85144572.4,41977335.65,5473579.65,10.14
hotel,حطين,5368.061101933715,8,121124013.57,489567172.5,368443158.92,36717537.94,24.25
residential_compound,الملقا,4700.832150395295,5,45935251.89,49133097.64,3197845.75,2645628.33,4.61
residential_compound,النرجس,5502.011892860968,5,48405535.66,54631676.89,6226141.23,2941705.68,4.86
administrative_building,حطين,3374.7967214548735,10,59326703.6,171282745.4,111956041.8,11011033.63,14.85
hotel,الياسمين,7574.932814757496,12,172703972.21,927898970.08,755194997.87,69592422.76,32.24
residential_compound,النرجس,11498.841423944701,7,109688993.53,161892188.41,52203194.88,8717271.68,6.36
residential_compound,العارض,6099.0979089653465,5,43607216.8,55248068.5,11640851.69,2974896.0,5.46
villa,الياسمين,1885.4237557437941,3,35332224.91,86694800.97,51362576.06,3059816.5,6.93
tower,العارض,4840.223190916782,16,102687614.35,512670390.1,409982775.75,27342420.81,21.3
hotel,النرجس,3940.0265630911417,14,102811890.11,578711101.59,475899211.48,43403332.62,33.77
administrative_building,الياسمين,6336.364263595844,9,96072073.1,263971667.95,167899594.85,16969607.23,14.13
tower,الياسمين,4472.3650184646485,16,107216533.9,527845290.85,420628756.94,28151748.85,21.01
hotel,القيروان,4748.763875285788,11,99722908.81,513436350.2,413713441.38,38507726.26,30.89
tower,القيروان,7278.6932870077,14,150045343.78,719567069.17,569521725.39,38376910.36,20.46
hotel,الياسمين,9390.121657757547,14,233700621.98,1348571712.0,1114871090.02,101142878.4,34.62
